t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
58.416,2728,0,1163,2728
58.522,2688,0,1123,2688
58.628,2728,0,1163,2728
58.734,2688,0,1123,2688
58.840,2728,0,1163,2728
58.946,2808,0,1282,2808
59.051,2572,0,1003,2572
59.157,2768,0,1203,2768
59.263,2572,0,1003,2572
59.369,2768,0,1203,2768
59.475,2572,0,1003,2572
59.581,2808,0,1243,2808
59.687,2648,0,1083,2648
59.792,2692,0,1083,2692
59.898,2652,0,1043,2652
60.004,2652,0,1083,2652
60.110,2652,0,1043,2652
60.216,2969,0,1362,2969
60.322,2612,0,1043,2612
60.428,2768,0,1203,2768
60.534,2612,0,1043,2612
60.643,2768,0,1163,2768
60.749,2612,0,1043,2612
60.855,2808,0,1282,2808
60.961,2652,0,1083,2652
61.067,2652,0,1123,2652
61.173,2652,0,1043,2652
61.279,2648,0,1123,2648
61.385,2652,0,1043,2652
61.491,2688,0,1123,2688
61.597,2768,0,1123,2768
61.703,2688,0,1123,2688
61.809,2688,0,1083,2688
61.915,2688,0,1123,2688
62.021,2728,0,1123,2728
62.127,2808,0,1203,2808
62.234,3044,0,1442,3044
62.339,2648,0,1123,2648
62.446,2808,0,1203,2808
62.551,2648,0,1123,2648
62.657,2969,0,1322,2969
62.763,2648,0,1123,2648
62.869,2768,0,1203,2768
62.975,2648,0,1043,2648
63.081,2648,0,1163,2648
63.187,2728,0,1163,2728
63.293,2688,0,1163,2688
63.398,2612,0,1043,2612
63.504,2889,0,1282,2889
63.610,2612,0,1083,2612
63.716,2808,0,1203,2808
63.822,2612,0,1043,2612
63.928,2728,0,1163,2728
64.034,2612,0,1083,2612
64.140,2889,0,1362,2889
64.246,2648,0,1083,2648
64.352,2688,0,1163,2688
64.458,2612,0,1043,2612
64.564,2728,0,1163,2728
64.670,2612,0,1043,2612
64.776,2728,0,1203,2728
64.882,2688,0,1123,2688
64.988,2652,0,1083,2652
65.094,2652,0,1083,2652
65.200,2648,0,1083,2648
65.306,2652,0,1083,2652
65.412,2652,0,1083,2652
65.518,2728,0,1163,2728
65.624,2728,0,1163,2728
65.730,2688,0,1123,2688
65.836,2728,0,1123,2728
65.942,2688,0,1123,2688
66.048,2728,0,1123,2728
66.154,2849,0,1241,2849
66.260,2572,0,1043,2572
66.366,2768,0,1203,2768
66.477,2572,0,1083,2572
66.583,2808,0,1241,2808
66.689,2728,0,1203,2728
66.795,2808,0,1203,2808
66.901,2688,0,1083,2688
67.007,2688,0,1123,2688
67.112,2612,0,1043,2612
67.218,2648,0,1123,2648
67.324,2612,0,1043,2612
67.430,2929,0,1282,2929
67.536,2652,0,1043,2652
67.642,2728,0,1163,2728
67.748,2612,0,1043,2612
67.854,2728,0,1123,2728
67.960,2612,0,1083,2612
68.066,2929,0,1362,2929
68.172,2652,0,1083,2652
68.278,2728,0,1203,2728
68.384,2608,0,1043,2608
68.491,2768,0,1203,2768
68.597,2652,0,1043,2652
68.703,2768,0,1241,2768
68.809,2688,0,1123,2688
68.915,2728,0,1123,2728
69.021,2849,0,1203,2849
69.126,2688,0,1123,2688
69.233,2728,0,1163,2728
69.338,2728,0,1123,2728
69.444,2808,0,1203,2808
69.550,2728,0,1163,2728
69.656,2688,0,1123,2688
69.762,2728,0,1123,2728
69.868,2688,0,1123,2688
69.974,2728,0,1123,2728
70.081,2849,0,1241,2849
70.187,2572,0,1083,2572
70.293,2768,0,1163,2768
70.399,2612,0,1083,2612
70.505,2728,0,1163,2728
70.611,2612,0,1083,2612
70.717,2728,0,1203,2728
70.823,2612,0,1043,2612
70.929,2648,0,1123,2648
71.034,2612,0,1003,2612
71.140,2648,0,1123,2648
71.246,2612,0,1043,2612
71.352,2889,0,1282,2889
71.458,2648,0,1083,2648
71.564,2728,0,1123,2728
71.670,2612,0,1043,2612
71.775,2728,0,1163,2728
71.881,2612,0,1043,2612
71.987,2889,0,1322,2889
72.093,2652,0,1083,2652
72.199,2688,0,1163,2688
72.305,2648,0,1083,2648
72.411,2728,0,1163,2728
72.517,2612,0,1043,2612
72.623,2728,0,1203,2728
72.729,2688,0,1083,2688
72.835,2648,0,1083,2648
72.941,2652,0,1083,2652
73.047,2652,0,1083,2652
73.153,2652,0,1083,2652
73.259,2648,0,1083,2648
73.365,2808,0,1203,2808
73.471,2808,0,1241,2808
73.577,2929,0,1322,2929
73.683,2728,0,1203,2728
73.789,2768,0,1163,2768
73.895,2728,0,1203,2728
74.001,2808,0,1282,2808
74.107,2612,0,1003,2612
74.213,2728,0,1203,2728
74.319,2572,0,1003,2572
74.425,2768,0,1203,2768
74.531,2572,0,1003,2572
74.636,2808,0,1203,2808
74.742,2688,0,1083,2688
74.848,2688,0,1083,2688
74.954,2652,0,1043,2652
75.059,2652,0,1083,2652
75.165,2612,0,1043,2612
75.271,2969,0,1362,2969
75.377,2648,0,1043,2648
75.483,2768,0,1163,2768
75.589,2612,0,1043,2612
75.695,2768,0,1163,2768
75.801,2612,0,1003,2612
75.907,2808,0,1282,2808
76.013,2648,0,1083,2648
76.119,2648,0,1123,2648
76.225,2652,0,1043,2652
76.331,2652,0,1123,2652
76.437,2612,0,1043,2612
76.543,2648,0,1123,2648
76.649,2728,0,1123,2728
76.755,2688,0,1123,2688
76.860,2648,0,1083,2648
76.966,2688,0,1083,2688
77.072,2648,0,1083,2648
77.178,2688,0,1083,2688
77.284,2768,0,1203,2768
77.390,2688,0,1163,2688
77.496,2728,0,1123,2728
77.602,2688,0,1163,2688
77.708,2728,0,1163,2728
